oc_id,fecha_pedido,fecha_recepcion_esperada,proveedor,sku,marca,cantidad_cajas,costo_unitario,monto_total_mxn,lead_time_dias,condicion_pago,recibido
OC00178,2024-06-26,2024-07-01,PROV001 - Laboratorios Jaloma SA de CV,SKU011,Jaloma Belleza,5481,380.31,2084479.11,5,30 días,1
OC00179,2024-08-10,2024-08-19,PROV001 - Laboratorios Jaloma SA de CV,SKU011,Jaloma Belleza,6136,392.43,2407950.48,9,45 días,1
OC00180,2024-10-12,2024-10-21,PROV001 - Laboratorios Jaloma SA de CV,SKU011,Jaloma Belleza,3052,369.29,1127073.08,9,45 días,1
OC00181,2024-11-11,2024-11-18,PROV001 - Laboratorios Jaloma SA de CV,SKU011,Jaloma Belleza,6957,398.06,2769303.42,7,30 días,1
OC00182,2022-12-25,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,2993,390.08,1167509.44,8,Contado,1
OC00183,2023-01-17,2023-01-23,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,3156,420.02,1325583.12,6,60 días,1
OC00184,2023-02-18,2023-02-27,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4000,444.3,1777200.0,9,30 días,1
OC00185,2023-04-05,2023-04-10,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,6264,430.76,2698280.64,5,60 días,1
OC00186,2023-05-24,2023-05-29,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4161,419.31,1744748.91,5,Contado,1
OC00187,2023-06-26,2023-07-03,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,3838,414.6,1591234.8,7,60 días,1
OC00188,2023-07-28,2023-08-07,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,5199,418.57,2176145.43,10,60 días,1
OC00189,2023-09-19,2023-09-25,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4388,415.17,1821765.96,6,60 días,1
OC00190,2023-10-31,2023-11-06,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,7518,426.69,3207855.42,6,Contado,1
OC00191,2024-01-06,2024-01-15,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,5444,430.83,2345438.52,9,Contado,1
OC00192,2024-03-11,2024-03-18,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,5426,422.41,2291996.66,7,Contado,1
OC00193,2024-04-23,2024-04-29,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,6419,431.78,2771595.82,6,30 días,1
OC00194,2024-06-21,2024-07-01,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4707,428.63,2017561.41,10,30 días,1
OC00195,2024-08-03,2024-08-12,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4416,399.07,1762293.12,9,30 días,1
OC00196,2024-09-16,2024-09-23,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,5577,380.77,2123554.29,7,Contado,1
OC00197,2024-11-01,2024-11-11,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,4654,422.9,1968176.6,10,30 días,1
OC00198,2024-12-06,2024-12-16,PROV001 - Laboratorios Jaloma SA de CV,SKU012,Jaloma Belleza,5969,412.44,2461854.36,10,60 días,1
OC00199,2022-12-27,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,10215,241.95,2471519.25,6,45 días,1
OC00200,2023-01-31,2023-02-06,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,7593,256.05,1944187.65,6,Contado,1
OC00201,2023-04-12,2023-04-17,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,4715,237.43,1119482.45,5,45 días,1
OC00202,2023-06-19,2023-06-26,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,2299,242.98,558611.02,7,60 días,1
OC00203,2023-07-21,2023-07-31,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,5764,231.88,1336556.32,10,Contado,1
OC00204,2023-09-24,2023-10-02,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,9350,244.72,2288132.0,8,45 días,1
OC00205,2023-10-28,2023-11-06,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,10441,232.5,2427532.5,9,45 días,1
OC00206,2023-12-31,2024-01-08,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,5481,249.61,1368112.41,8,30 días,1
OC00207,2024-01-20,2024-01-29,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,7616,241.18,1836826.88,9,60 días,1
OC00208,2024-04-28,2024-05-06,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,3371,238.6,804320.6,8,Contado,1
OC00209,2024-06-21,2024-07-01,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,3133,224.28,702669.24,10,45 días,1
OC00210,2024-07-28,2024-08-05,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,3572,226.82,810201.04,8,45 días,1
OC00211,2024-09-09,2024-09-16,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,3567,245.57,875948.19,7,30 días,1
OC00212,2024-10-01,2024-10-07,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,8425,251.17,2116107.25,6,45 días,1
OC00213,2024-11-19,2024-11-25,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,5098,242.32,1235347.36,6,30 días,1
OC00214,2024-12-06,2024-12-16,PROV001 - Laboratorios Jaloma SA de CV,SKU013,Jaloma,6256,237.81,1487739.36,10,30 días,1
OC00215,2022-12-26,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,6413,270.52,1734844.76,7,45 días,1
OC00216,2023-01-24,2023-01-30,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,11371,268.45,3052544.95,6,60 días,1
OC00217,2023-07-10,2023-07-17,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,1842,262.4,483340.8,7,Contado,1
OC00218,2023-07-29,2023-08-07,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,2402,255.41,613494.82,9,Contado,1
OC00219,2023-09-13,2023-09-18,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,2848,255.51,727692.48,5,30 días,1
OC00220,2023-09-25,2023-10-02,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,5224,262.58,1371717.92,7,45 días,1
OC00221,2023-10-23,2023-10-30,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,11774,271.0,3190754.0,7,60 días,1
OC00222,2023-11-27,2023-12-04,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,1106,255.65,282748.9,7,Contado,1
OC00223,2023-12-03,2023-12-11,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,6119,269.21,1647295.99,8,30 días,1
OC00224,2023-12-22,2024-01-01,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,9472,261.89,2480622.08,10,30 días,1
OC00225,2024-01-12,2024-01-22,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,2469,251.95,622064.55,10,Contado,1
OC00226,2024-01-20,2024-01-29,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,3112,263.06,818642.72,9,Contado,1
OC00227,2024-01-26,2024-02-05,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,7610,272.56,2074181.6,10,60 días,1
OC00228,2024-04-15,2024-04-22,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,2571,263.19,676661.49,7,60 días,1
OC00229,2024-06-01,2024-06-10,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,3423,285.96,978841.08,9,30 días,1
OC00230,2024-07-30,2024-08-05,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,2925,276.74,809464.5,6,60 días,1
OC00231,2024-09-02,2024-09-09,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,4162,281.39,1171145.18,7,30 días,1
OC00232,2024-09-29,2024-10-07,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,8126,303.55,2466647.3,8,60 días,1
OC00233,2024-11-27,2024-12-02,PROV001 - Laboratorios Jaloma SA de CV,SKU014,Jaloma,7023,263.82,1852807.86,5,60 días,1
OC00234,2022-12-25,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,3536,339.36,1199976.96,8,60 días,1
OC00235,2023-02-08,2023-02-13,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,3403,348.7,1186626.1,5,30 días,1
OC00236,2023-03-10,2023-03-20,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,3425,360.96,1236288.0,10,45 días,1
OC00237,2023-04-08,2023-04-17,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,6424,365.65,2348935.6,9,Contado,1
OC00238,2023-06-16,2023-06-26,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,6114,362.67,2217364.38,10,60 días,1
OC00239,2023-08-06,2023-08-14,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,5478,353.56,1936801.68,8,60 días,1
OC00240,2023-10-11,2023-10-16,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,2726,365.95,997579.7,5,Contado,1
OC00241,2023-10-29,2023-11-06,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,3538,376.44,1331844.72,8,Contado,1
OC00242,2023-12-06,2023-12-11,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,4210,349.16,1469963.6,5,45 días,1
OC00243,2024-01-23,2024-01-29,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,2718,346.61,942085.98,6,30 días,1
OC00244,2024-02-20,2024-02-26,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,5481,388.28,2128162.68,6,60 días,1
OC00245,2024-04-22,2024-04-29,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,3328,343.79,1144133.12,7,30 días,1
OC00246,2024-05-13,2024-05-20,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,5250,372.2,1954050.0,7,45 días,1
OC00247,2024-07-02,2024-07-08,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,6161,357.17,2200524.37,6,Contado,1
OC00248,2024-08-30,2024-09-09,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,6420,381.4,2448588.0,10,60 días,1
OC00249,2024-11-05,2024-11-11,PROV001 - Laboratorios Jaloma SA de CV,SKU015,Jaloma Belleza,5520,355.83,1964181.6,6,30 días,1
OC00250,2022-12-28,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3197,304.77,974349.69,5,Contado,1
OC00251,2023-01-28,2023-02-06,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3900,284.24,1108536.0,9,45 días,1
OC00252,2023-03-05,2023-03-13,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,4782,291.86,1395674.52,8,Contado,1
OC00253,2023-04-24,2023-05-01,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,5739,302.96,1738687.44,7,Contado,1
OC00254,2023-07-03,2023-07-10,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3531,292.0,1031052.0,7,30 días,1
OC00255,2023-08-09,2023-08-14,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3352,284.57,953878.64,5,Contado,1
OC00256,2023-09-16,2023-09-25,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3396,325.49,1105364.04,9,60 días,1
OC00257,2023-10-25,2023-10-30,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3989,299.76,1195742.64,5,30 días,1
OC00258,2023-12-10,2023-12-18,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,5620,313.75,1763275.0,8,45 días,1
OC00259,2024-02-28,2024-03-04,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3163,322.88,1021269.44,5,45 días,1
OC00260,2024-03-25,2024-04-01,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,4842,293.73,1422240.66,7,Contado,1
OC00261,2024-05-10,2024-05-20,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,2715,298.98,811730.7,10,Contado,1
OC00262,2024-06-14,2024-06-24,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,4746,300.92,1428166.32,10,45 días,1
OC00263,2024-08-09,2024-08-19,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,3813,305.66,1165481.58,10,30 días,1
OC00264,2024-09-24,2024-09-30,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,4252,313.4,1332576.8,6,30 días,1
OC00265,2024-11-02,2024-11-11,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,2480,311.71,773040.8,9,Contado,1
OC00266,2024-12-04,2024-12-09,PROV001 - Laboratorios Jaloma SA de CV,SKU016,Jaloma Belleza,7912,308.64,2441959.68,5,30 días,1
OC00267,2022-12-25,2023-01-02,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,1092,266.53,291050.76,8,60 días,1
OC00268,2022-12-30,2023-01-09,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,3065,269.91,827274.15,10,30 días,1
OC00269,2023-02-12,2023-02-20,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,6249,256.46,1602618.54,8,45 días,1
OC00270,2023-04-25,2023-05-01,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,3769,277.7,1046651.3,6,45 días,1
OC00271,2023-06-07,2023-06-12,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,3223,294.96,950656.08,5,60 días,1
OC00272,2023-06-28,2023-07-03,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,6379,272.83,1740382.57,5,45 días,1
OC00273,2023-08-15,2023-08-21,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,7018,285.09,2000761.62,6,60 días,1
OC00274,2023-11-14,2023-11-20,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,2904,279.05,810361.2,6,Contado,1
OC00275,2023-12-25,2024-01-01,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,2667,264.12,704408.04,7,60 días,1
OC00276,2024-01-22,2024-01-29,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,4689,260.44,1221203.16,7,60 días,1
OC00277,2024-03-23,2024-04-01,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,4451,257.71,1147067.21,9,60 días,1
OC00278,2024-05-03,2024-05-13,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,3352,271.31,909431.12,10,30 días,1
OC00279,2024-05-24,2024-06-03,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,5730,276.01,1581537.3,10,60 días,1
OC00280,2024-07-17,2024-07-22,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,5734,276.57,1585852.38,5,30 días,1
OC00281,2024-08-18,2024-08-26,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,6211,257.73,1600761.03,8,30 días,1
OC00282,2024-11-29,2024-12-09,PROV001 - Laboratorios Jaloma SA de CV,SKU017,Jaloma,2810,283.32,796129.2,10,60 días,1
OC00283,2022-12-22,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3097,205.34,635937.98,11,30 días,1
OC00284,2023-01-22,2023-01-30,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,2902,211.03,612409.06,8,Contado,1
OC00285,2023-03-05,2023-03-13,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,2554,204.6,522548.4,8,45 días,1
OC00286,2023-03-10,2023-03-20,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,6428,200.06,1285985.68,10,45 días,1
OC00287,2023-05-29,2023-06-12,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3277,199.41,653466.57,14,45 días,1
OC00288,2023-06-30,2023-07-10,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,4497,215.97,971217.09,10,45 días,1
OC00289,2023-08-24,2023-09-04,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3613,209.91,758404.83,11,45 días,1
OC00290,2023-10-15,2023-10-23,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,6644,200.76,1333849.44,8,Contado,1
OC00291,2023-11-23,2023-12-04,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,5561,204.79,1138837.19,11,60 días,1
OC00292,2024-02-08,2024-02-19,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,4016,221.96,891391.36,11,60 días,1
OC00293,2024-03-19,2024-04-01,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3420,217.41,743542.2,13,Contado,1
OC00294,2024-04-16,2024-04-29,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,4133,215.16,889256.28,13,30 días,1
OC00295,2024-06-15,2024-06-24,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3069,227.73,698903.37,9,60 días,1
OC00296,2024-07-15,2024-07-22,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,4477,222.62,996669.74,7,30 días,1
OC00297,2024-08-27,2024-09-09,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,2803,210.3,589470.9,13,Contado,1
OC00298,2024-10-08,2024-10-21,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,4224,205.44,867778.56,13,60 días,1
OC00299,2024-11-24,2024-12-02,PROV002 - División Material de Curación Jaloma,SKU018,Jaloma Curación,3243,231.72,751467.96,8,45 días,1
OC00300,2022-12-22,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,3645,440.26,1604747.7,11,Contado,1
OC00301,2023-01-27,2023-02-06,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,4137,410.84,1699645.08,10,60 días,1
OC00302,2023-02-24,2023-03-06,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,6266,397.63,2491549.58,10,45 días,1
OC00303,2023-04-24,2023-05-08,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,4502,382.26,1720934.52,14,30 días,1
OC00304,2023-06-21,2023-07-03,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,4315,398.5,1719527.5,12,30 días,1
OC00305,2023-07-25,2023-08-07,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5189,411.92,2137452.88,13,30 días,1
OC00306,2023-09-18,2023-09-25,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,3845,442.5,1701412.5,7,30 días,1
OC00307,2023-10-17,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5456,436.63,2382253.28,13,30 días,1
OC00308,2023-12-22,2024-01-01,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5181,424.51,2199386.31,10,Contado,1
OC00309,2024-02-03,2024-02-12,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5236,430.34,2253260.24,9,Contado,1
OC00310,2024-03-18,2024-04-01,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5158,406.87,2098635.46,14,45 días,1
OC00311,2024-05-12,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,6348,398.03,2526694.44,8,60 días,1
OC00312,2024-07-14,2024-07-22,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,3426,416.12,1425627.12,8,60 días,1
OC00313,2024-08-26,2024-09-09,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,2761,436.59,1205424.99,14,60 días,1
OC00314,2024-09-30,2024-10-14,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,4062,420.76,1709127.12,14,45 días,1
OC00315,2024-11-03,2024-11-11,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,5182,431.92,2238209.44,8,45 días,1
OC00316,2024-12-14,2024-12-23,PROV002 - División Material de Curación Jaloma,SKU019,Jaloma Curación,7432,420.62,3126047.84,9,Contado,1
OC00317,2022-12-20,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,1211,455.08,551101.88,13,60 días,1
OC00318,2022-12-30,2023-01-09,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3307,485.53,1605647.71,10,60 días,1
OC00319,2023-02-12,2023-02-20,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3362,472.62,1588948.44,8,Contado,1
OC00320,2023-04-01,2023-04-10,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,4313,500.82,2160036.66,9,30 días,1
OC00321,2023-05-13,2023-05-22,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3663,449.65,1647067.95,9,Contado,1
OC00322,2023-06-24,2023-07-03,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3527,509.42,1796724.34,9,60 días,1
OC00323,2023-08-15,2023-08-28,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,2428,456.34,1107993.52,13,Contado,1
OC00324,2023-09-17,2023-09-25,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3340,474.56,1585030.4,8,60 días,1
OC00325,2023-10-20,2023-10-30,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,6174,451.5,2787561.0,10,30 días,1
OC00326,2024-01-11,2024-01-22,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,5219,499.48,2606786.12,11,60 días,1
OC00327,2024-03-12,2024-03-25,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,5852,458.6,2683727.2,13,Contado,1
OC00328,2024-05-13,2024-05-20,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,6046,469.56,2838959.76,7,45 días,1
OC00329,2024-06-07,2024-06-17,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,1811,499.95,905409.45,10,45 días,1
OC00330,2024-06-11,2024-06-24,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,1574,470.23,740142.02,13,30 días,1
OC00331,2024-06-17,2024-07-01,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,3071,478.51,1469504.21,14,30 días,1
OC00332,2024-07-21,2024-07-29,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,2856,491.22,1402924.32,8,30 días,1
OC00333,2024-08-12,2024-08-26,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,4769,486.76,2321358.44,14,30 días,1
OC00334,2024-10-21,2024-10-28,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,5565,484.11,2694072.15,7,30 días,1
OC00335,2024-11-28,2024-12-09,PROV002 - División Material de Curación Jaloma,SKU020,Jaloma Curación,8174,468.78,3831807.72,11,30 días,1
OC00336,2022-12-20,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,2771,354.34,981876.14,13,45 días,1
OC00337,2023-01-11,2023-01-23,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,3641,366.27,1333589.07,12,60 días,1
OC00338,2023-02-13,2023-02-27,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4650,355.88,1654842.0,14,Contado,1
OC00339,2023-04-03,2023-04-17,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4001,363.67,1455043.67,14,Contado,1
OC00340,2023-05-04,2023-05-15,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4046,332.35,1344688.1,11,45 días,1
OC00341,2023-05-25,2023-06-05,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,5764,359.61,2072792.04,11,30 días,1
OC00342,2023-07-18,2023-07-31,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4031,367.68,1482118.08,13,30 días,1
OC00343,2023-08-19,2023-08-28,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,6468,369.54,2390184.72,9,Contado,1
OC00344,2023-10-08,2023-10-16,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,7463,356.98,2664141.74,8,Contado,1
OC00345,2023-12-11,2023-12-18,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,3858,364.6,1406626.8,7,45 días,1
OC00346,2024-01-14,2024-01-22,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,6453,351.31,2267003.43,8,45 días,1
OC00347,2024-03-07,2024-03-18,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4051,380.36,1540838.36,11,45 días,1
OC00348,2024-04-01,2024-04-15,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4019,355.09,1427106.71,14,Contado,1
OC00349,2024-04-28,2024-05-06,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,8627,378.36,3264111.72,8,60 días,1
OC00350,2024-07-18,2024-07-29,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,3931,358.42,1408949.02,11,Contado,1
OC00351,2024-08-12,2024-08-19,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,4963,343.25,1703549.75,7,30 días,1
OC00352,2024-09-20,2024-09-30,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,3690,356.64,1316001.6,10,45 días,1
OC00353,2024-10-22,2024-11-04,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,5636,345.64,1948027.04,13,Contado,1
OC00354,2024-11-21,2024-12-02,PROV002 - División Material de Curación Jaloma,SKU021,Jaloma Curación,5950,356.06,2118557.0,11,45 días,1
OC00355,2022-12-20,2023-01-02,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,2213,402.72,891219.36,13,30 días,1
OC00356,2023-01-07,2023-01-16,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,3268,416.17,1360043.56,9,Contado,1
OC00357,2023-02-16,2023-02-27,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,4549,436.53,1985774.97,11,60 días,1
OC00358,2023-03-29,2023-04-10,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,3167,444.05,1406306.35,12,30 días,1
OC00359,2023-04-17,2023-05-01,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,6837,409.68,2800982.16,14,45 días,1
OC00360,2023-07-07,2023-07-17,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,2448,432.17,1057952.16,10,60 días,1
OC00361,2023-07-24,2023-08-07,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,5415,445.53,2412544.95,14,30 días,1
OC00362,2023-09-16,2023-09-25,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,6083,400.45,2435937.35,9,Contado,1
OC00363,2023-11-11,2023-11-20,PROV002 - División Material de Curación Jaloma,SKU022,Jaloma Curación,5278,391.22,2064859.16,9,45 días,1
