semana,sku,stock_cajas,demanda_semana,reabasto_cajas,dias_inventario,quiebre_stock,merma_cajas,punto_reorden
2023-05-08,SKU012,3476,794,0,30.6,0,41,2382
2023-05-15,SKU012,2564,871,0,20.6,0,4,2613
2023-05-22,SKU012,1755,805,0,15.3,0,8,2415
2023-05-29,SKU012,5003,905,4161,38.7,0,5,2715
2023-06-05,SKU012,4193,805,0,36.5,0,41,2415
2023-06-12,SKU012,3243,909,0,25.0,0,25,2727
2023-06-19,SKU012,2484,734,0,23.7,0,7,2202
2023-06-26,SKU012,1783,694,0,18.0,0,17,2082
2023-07-03,SKU012,4958,646,3838,53.7,0,55,1938
2023-07-10,SKU012,4221,682,0,43.3,0,37,2046
2023-07-17,SKU012,3687,497,0,51.9,0,18,1491
2023-07-24,SKU012,3058,611,0,35.0,0,38,1833
2023-07-31,SKU012,2337,683,0,24.0,0,32,2049
2023-08-07,SKU012,6642,862,5199,53.9,0,59,2586
2023-08-14,SKU012,5715,868,0,46.1,0,29,2604
2023-08-21,SKU012,4995,691,0,50.6,0,63,2073
2023-08-28,SKU012,4017,915,0,30.7,0,16,2745
2023-09-04,SKU012,3301,700,0,33.0,0,37,2100
2023-09-11,SKU012,2538,726,0,24.5,0,8,2178
2023-09-18,SKU012,1917,613,0,21.9,0,26,1839
2023-09-25,SKU012,5512,767,4388,50.3,0,35,2301
2023-10-02,SKU012,4821,656,0,51.4,0,31,1968
2023-10-09,SKU012,4184,606,0,48.3,0,59,1818
2023-10-16,SKU012,3693,432,0,59.8,0,53,1296
2023-10-23,SKU012,2917,723,0,28.2,0,29,2169
2023-10-30,SKU012,1986,902,0,15.4,0,4,2706
2023-11-06,SKU012,8525,975,7518,61.2,0,24,2925
2023-11-13,SKU012,7766,735,0,74.0,0,15,2205
2023-11-20,SKU012,7077,674,0,73.5,0,79,2022
2023-11-27,SKU012,6136,862,0,49.8,0,81,2586
2023-12-04,SKU012,5296,759,0,48.8,0,54,2277
2023-12-11,SKU012,4641,601,0,54.1,0,1,1803
2023-12-18,SKU012,4166,474,0,61.5,0,59,1422
2023-12-25,SKU012,3532,575,0,43.0,0,42,1725
2024-01-01,SKU012,2603,887,0,20.5,0,35,2661
2024-01-08,SKU012,2136,432,0,34.6,0,17,1296
2024-01-15,SKU012,6737,826,5444,57.1,0,9,2478
2024-01-22,SKU012,6204,524,0,82.9,0,87,1572
2024-01-29,SKU012,5694,423,0,94.2,0,18,1269
2024-02-05,SKU012,5035,641,0,55.0,0,65,1923
2024-02-12,SKU012,4395,575,0,53.5,0,65,1725
2024-02-19,SKU012,3755,575,0,45.7,0,15,1725
2024-02-26,SKU012,3156,584,0,37.8,0,15,1752
2024-03-04,SKU012,2366,775,0,21.4,0,32,2325
2024-03-11,SKU012,1714,620,0,19.4,0,9,1860
2024-03-18,SKU012,6386,745,5426,60.0,0,21,2235
2024-03-25,SKU012,5537,828,0,46.8,0,58,2484
2024-04-01,SKU012,4781,698,0,47.9,0,2,2094
2024-04-08,SKU012,4058,721,0,39.4,0,44,2163
2024-04-15,SKU012,3212,802,0,28.0,0,16,2406
2024-04-22,SKU012,2228,968,0,16.1,0,30,2904
2024-04-29,SKU012,7671,946,6419,56.8,0,46,2838
2024-05-06,SKU012,6824,801,0,59.6,0,18,2403
2024-05-13,SKU012,5970,836,0,50.0,0,87,2508
2024-05-20,SKU012,5177,706,0,51.3,0,20,2118
2024-05-27,SKU012,4607,550,0,58.6,0,66,1650
2024-06-03,SKU012,3892,649,0,42.0,0,40,1947
2024-06-10,SKU012,3179,673,0,33.1,0,7,2019
2024-06-17,SKU012,2519,653,0,27.0,0,0,1959
2024-06-24,SKU012,1814,705,0,18.0,0,9,2115
2024-07-01,SKU012,5706,806,4707,49.6,0,65,2418
2024-07-08,SKU012,5136,505,0,71.2,0,22,1515
2024-07-15,SKU012,4231,883,0,33.5,0,14,2649
2024-07-22,SKU012,3364,853,0,27.6,0,10,2559
2024-07-29,SKU012,2545,809,0,22.0,0,26,2427
2024-08-05,SKU012,1778,741,0,16.8,0,13,2223
2024-08-12,SKU012,5592,589,4416,66.5,0,41,1767
2024-08-19,SKU012,4945,606,0,57.1,0,24,1818
2024-08-26,SKU012,4051,870,0,32.6,0,42,2610
2024-09-02,SKU012,3130,879,0,24.9,0,33,2637
2024-09-09,SKU012,2271,826,0,19.2,0,22,2478
2024-09-16,SKU012,1722,527,0,22.9,0,19,1581
2024-09-23,SKU012,6420,860,5577,52.3,0,14,2580
2024-09-30,SKU012,5697,709,0,56.2,0,80,2127
2024-10-07,SKU012,5080,537,0,66.2,0,25,1611
2024-10-14,SKU012,4370,685,0,44.7,0,44,2055
2024-10-21,SKU012,3479,847,0,28.8,0,50,2541
2024-10-28,SKU012,2352,1077,0,15.3,0,8,3231
2024-11-04,SKU012,1796,548,0,22.9,0,19,1644
2024-11-11,SKU012,5691,740,4654,53.8,0,68,2220
2024-11-18,SKU012,4620,1003,0,32.2,0,25,3009
2024-11-25,SKU012,3439,1156,0,20.8,0,33,3468
2024-12-02,SKU012,2433,973,0,17.5,0,19,2919
2024-12-09,SKU012,1843,571,0,22.6,0,8,1713
2024-12-16,SKU012,6822,982,5969,48.6,0,17,2946
2024-12-23,SKU012,6059,746,0,56.9,0,24,2238
2024-12-30,SKU012,5737,298,0,134.8,0,47,894
2023-01-02,SKU013,9075,1397,10215,45.5,0,134,4191
2023-01-09,SKU013,6914,2027,0,23.9,0,35,6081
2023-01-16,SKU013,5464,1415,0,27.0,0,9,4245
2023-01-23,SKU013,3693,1762,0,14.7,0,4,5286
2023-01-30,SKU013,2800,889,0,22.0,0,18,2667
2023-02-06,SKU013,9287,1088,7593,59.8,0,94,3264
2023-02-13,SKU013,7818,1375,0,39.8,0,101,4125
2023-02-20,SKU013,6559,1158,0,39.6,0,66,3474
2023-02-27,SKU013,5679,814,0,48.8,0,30,2442
2023-03-06,SKU013,4965,684,0,50.8,0,63,2052
2023-03-13,SKU013,4337,565,0,53.7,0,64,1695
2023-03-20,SKU013,3684,589,0,43.8,0,40,1767
2023-03-27,SKU013,2824,820,0,24.1,0,37,2460
2023-04-03,SKU013,2510,277,0,63.4,0,7,831
2023-04-10,SKU013,1828,675,0,19.0,0,9,2025
2023-04-17,SKU013,5812,722,4715,56.3,0,32,2166
2023-04-24,SKU013,4830,950,0,35.6,0,37,2850
2023-05-01,SKU013,4540,253,0,125.6,0,32,759
2023-05-08,SKU013,4182,326,0,89.8,0,20,978
2023-05-15,SKU013,3571,591,0,42.3,0,30,1773
2023-05-22,SKU013,3081,460,0,46.9,0,44,1380
2023-05-29,SKU013,2577,460,0,39.2,0,36,1380
2023-06-05,SKU013,2170,371,0,40.9,0,13,1113
2023-06-12,SKU013,1736,421,0,28.9,0,4,1263
2023-06-19,SKU013,1327,405,0,22.9,0,1,1215
2023-06-26,SKU013,3139,486,2299,45.2,0,30,1458
2023-07-03,SKU013,2666,443,0,42.1,0,14,1329
2023-07-10,SKU013,2254,398,0,39.6,0,19,1194
2023-07-17,SKU013,1772,463,0,26.8,0,1,1389
2023-07-24,SKU013,1421,350,0,28.4,0,12,1050
2023-07-31,SKU013,6441,732,5764,61.6,0,61,2196
2023-08-07,SKU013,6073,307,0,138.5,0,33,921
2023-08-14,SKU013,5466,574,0,66.7,0,77,1722
2023-08-21,SKU013,4776,613,0,54.5,0,57,1839
2023-08-28,SKU013,4223,496,0,59.6,0,55,1488
2023-09-04,SKU013,3425,743,0,32.3,0,42,2229
2023-09-11,SKU013,2971,412,0,50.5,0,43,1236
2023-09-18,SKU013,2218,710,0,21.9,0,20,2130
2023-09-25,SKU013,1481,717,0,14.5,0,11,2151
2023-10-02,SKU013,9313,1507,9350,43.3,0,69,4521
2023-10-09,SKU013,8061,1183,0,47.7,0,37,3549
2023-10-16,SKU013,6924,1100,0,44.1,0,103,3300
2023-10-23,SKU013,5904,917,0,45.1,0,16,2751
2023-10-30,SKU013,4876,1012,0,33.7,0,31,3036
2023-11-06,SKU013,13505,1781,10441,53.1,0,138,5343
2023-11-13,SKU013,12136,1231,0,69.0,0,150,3693
2023-11-20,SKU013,10593,1393,0,53.2,0,105,4179
2023-11-27,SKU013,9327,1161,0,56.2,0,54,3483
2023-12-04,SKU013,7803,1470,0,37.2,0,106,4410
2023-12-11,SKU013,6623,1074,0,43.2,0,96,3222
2023-12-18,SKU013,5389,1138,0,33.1,0,34,3414
2023-12-25,SKU013,4576,779,0,41.1,0,10,2337
2024-01-01,SKU013,3149,1417,0,15.6,0,5,4251
2024-01-08,SKU013,7405,1220,5481,42.5,0,64,3660
2024-01-15,SKU013,6735,606,0,77.8,0,1,1818
2024-01-22,SKU013,5309,1425,0,26.1,0,71,4275
2024-01-29,SKU013,11070,1784,7616,43.4,0,31,5352
2024-02-05,SKU013,9893,1146,0,60.4,0,23,3438
2024-02-12,SKU013,8425,1445,0,40.8,0,39,4335
2024-02-19,SKU013,7855,531,0,103.5,0,20,1593
2024-02-26,SKU013,6893,942,0,51.2,0,96,2826
2024-03-04,SKU013,6181,616,0,70.2,0,25,1848
2024-03-11,SKU013,5595,561,0,69.8,0,43,1683
2024-03-18,SKU013,4995,557,0,62.8,0,54,1671
2024-03-25,SKU013,4349,592,0,51.4,0,11,1776
2024-04-01,SKU013,3620,718,0,35.3,0,32,2154
2024-04-08,SKU013,2872,716,0,28.1,0,27,2148
2024-04-15,SKU013,2314,531,0,30.5,0,15,1593
2024-04-22,SKU013,1719,580,0,20.7,0,22,1740
2024-04-29,SKU013,1241,456,0,19.1,0,0,1368
2024-05-06,SKU013,4145,467,3371,62.1,0,30,1401
2024-05-13,SKU013,3763,352,0,74.8,0,6,1056
2024-05-20,SKU013,3137,620,0,35.4,0,34,1860
2024-05-27,SKU013,2778,325,0,59.8,0,1,975
2024-06-03,SKU013,2399,378,0,44.4,0,3,1134
2024-06-10,SKU013,1898,498,0,26.7,0,19,1494
2024-06-17,SKU013,1437,442,0,22.8,0,17,1326
2024-06-24,SKU013,958,462,0,14.5,0,1,1386
2024-07-01,SKU013,3677,413,3133,62.3,0,37,1239
2024-07-08,SKU013,3154,486,0,45.4,0,16,1458
2024-07-15,SKU013,2867,271,0,74.1,0,16,813
2024-07-22,SKU013,2402,449,0,37.4,0,22,1347
2024-07-29,SKU013,1676,704,0,16.7,0,12,2112
2024-08-05,SKU013,4370,866,3572,35.3,0,43,2598
2024-08-12,SKU013,3762,565,0,46.6,0,41,1695
2024-08-19,SKU013,2923,798,0,25.6,0,36,2394
2024-08-26,SKU013,2386,501,0,33.3,0,17,1503
2024-09-02,SKU013,1871,498,0,26.3,0,0,1494
2024-09-09,SKU013,1301,570,0,16.0,0,4,1710
2024-09-16,SKU013,4191,673,3567,43.6,0,0,2019
2024-09-23,SKU013,3563,628,0,39.7,0,49,1884
2024-09-30,SKU013,2749,765,0,25.2,0,2,2295
2024-10-07,SKU013,9857,1315,8425,52.5,0,80,3945
2024-10-14,SKU013,8554,1223,0,49.0,0,111,3669
2024-10-21,SKU013,7598,845,0,62.9,0,68,2535
2024-10-28,SKU013,5954,1576,0,26.4,0,24,4728
2024-11-04,SKU013,5015,915,0,38.4,0,2,2745
2024-11-11,SKU013,3753,1260,0,20.8,0,38,3780
2024-11-18,SKU013,2688,1027,0,18.3,0,30,3081
2024-11-25,SKU013,6492,1264,5098,36.0,0,11,3792
2024-12-02,SKU013,5539,942,0,41.2,0,44,2826
2024-12-09,SKU013,4195,1300,0,22.6,0,45,3900
2024-12-16,SKU013,9004,1402,6256,45.0,0,60,4206
2024-12-23,SKU013,7684,1260,0,42.7,0,33,3780
2024-12-30,SKU013,7561,90,0,365.0,0,59,270
2023-01-02,SKU014,5907,992,6413,41.7,0,29,2976
2023-01-09,SKU014,4817,1061,0,31.8,0,16,3183
2023-01-16,SKU014,4008,793,0,35.4,0,42,2379
2023-01-23,SKU014,3150,816,0,27.0,0,0,2448
2023-01-30,SKU014,13088,1433,11371,63.9,0,154,4299
2023-02-06,SKU014,12383,551,0,157.3,0,100,1653
2023-02-13,SKU014,11522,761,0,106.0,0,169,2283
2023-02-20,SKU014,10690,663,0,112.9,0,149,1989
2023-02-27,SKU014,9988,553,0,126.4,0,35,1659
2023-03-06,SKU014,9237,716,0,90.3,0,60,2148
2023-03-13,SKU014,8798,379,0,162.5,0,7,1137
2023-03-20,SKU014,8321,470,0,123.9,0,94,1410
2023-03-27,SKU014,7604,623,0,85.4,0,44,1869
2023-04-03,SKU014,6977,583,0,83.8,0,24,1749
2023-04-10,SKU014,6263,690,0,63.5,0,6,2070
2023-04-17,SKU014,5759,498,0,80.9,0,43,1494
2023-04-24,SKU014,5120,596,0,60.1,0,19,1788
2023-05-01,SKU014,4744,357,0,93.0,0,4,1071
2023-05-08,SKU014,4487,253,0,124.1,0,23,759
2023-05-15,SKU014,4087,377,0,75.9,0,57,1131
2023-05-22,SKU014,3658,372,0,68.8,0,41,1116
2023-05-29,SKU014,3367,250,0,94.3,0,22,750
2023-06-05,SKU014,2977,368,0,56.6,0,13,1104
2023-06-12,SKU014,2582,382,0,47.3,0,26,1146
2023-06-19,SKU014,2161,395,0,38.3,0,22,1185
2023-06-26,SKU014,1759,380,0,32.4,0,22,1140
2023-07-03,SKU014,1358,379,0,25.1,0,11,1137
2023-07-10,SKU014,1016,331,0,21.5,0,1,993
2023-07-17,SKU014,2492,365,1842,47.8,0,10,1095
2023-07-24,SKU014,2101,381,0,38.6,0,22,1143
2023-07-31,SKU014,1511,568,0,18.6,0,8,1704
2023-08-07,SKU014,3368,537,2402,43.9,0,18,1611
2023-08-14,SKU014,2584,766,0,23.6,0,32,2298
2023-08-21,SKU014,2143,409,0,36.7,0,28,1227
2023-08-28,SKU014,1626,489,0,23.3,0,10,1467
2023-09-04,SKU014,1082,534,0,14.2,0,3,1602
2023-09-11,SKU014,769,310,0,17.4,0,6,930
2023-09-18,SKU014,3043,568,2848,37.5,0,2,1704
2023-09-25,SKU014,2303,738,0,21.8,0,17,2214
2023-10-02,SKU014,6337,1173,5224,37.8,0,55,3519
2023-10-09,SKU014,5556,726,0,53.6,0,25,2178
2023-10-16,SKU014,4545,986,0,32.3,0,17,2958
2023-10-23,SKU014,3599,929,0,27.1,0,21,2787
2023-10-30,SKU014,13769,1583,11774,60.9,0,125,4749
2023-11-06,SKU014,12285,1359,0,63.3,0,181,4077
2023-11-13,SKU014,11644,460,0,177.2,0,7,1380
2023-11-20,SKU014,3,0,0,365.0,1,0,50
2023-11-27,SKU014,1,0,0,365.0,1,0,50
2023-12-04,SKU014,0,227,1106,0.0,1,0,681
2023-12-11,SKU014,4994,1125,6119,31.1,0,21,3375
2023-12-18,SKU014,4193,780,0,37.6,0,17,2340
2023-12-25,SKU014,3340,836,0,28.0,0,41,2508
2024-01-01,SKU014,11573,1198,9472,67.6,0,47,3594
2024-01-08,SKU014,11458,68,0,365.0,0,20,204
2024-01-15,SKU014,5,0,0,365.0,1,0,50
2024-01-22,SKU014,0,596,2469,0.0,1,0,1788
2024-01-29,SKU014,2529,583,3112,30.4,0,32,1749
2024-02-05,SKU014,8489,1618,7610,36.7,0,120,4854
2024-02-12,SKU014,7165,1204,0,41.7,0,36,3612
2024-02-19,SKU014,5986,1143,0,36.7,0,3,3429
2024-02-26,SKU014,5338,645,0,57.9,0,49,1935
2024-03-04,SKU014,5003,286,0,122.4,0,37,858
2024-03-11,SKU014,4385,581,0,52.8,0,14,1743
2024-03-18,SKU014,4000,371,0,75.5,0,58,1113
2024-03-25,SKU014,3272,670,0,34.2,0,24,2010
2024-04-01,SKU014,2685,563,0,33.4,0,13,1689
2024-04-08,SKU014,2009,663,0,21.2,0,22,1989
2024-04-15,SKU014,1340,647,0,14.5,0,2,1941
2024-04-22,SKU014,3406,503,2571,47.4,0,37,1509
2024-04-29,SKU014,2868,501,0,40.1,0,31,1503
2024-05-06,SKU014,2622,215,0,85.4,0,10,645
2024-05-13,SKU014,2356,256,0,64.4,0,24,768
2024-05-20,SKU014,2086,246,0,59.4,0,14,738
2024-05-27,SKU014,1737,335,0,36.3,0,19,1005
2024-06-03,SKU014,1317,401,0,23.0,0,15,1203
2024-06-10,SKU014,4211,514,3423,57.3,0,54,1542
2024-06-17,SKU014,3821,336,0,79.6,0,33,1008
2024-06-24,SKU014,3487,301,0,81.1,0,42,903
2024-07-01,SKU014,3056,389,0,55.0,0,27,1167
2024-07-08,SKU014,2786,243,0,80.3,0,23,729
2024-07-15,SKU014,2283,480,0,33.3,0,1,1440
2024-07-22,SKU014,1967,315,0,43.7,0,14,945
2024-07-29,SKU014,1594,359,0,31.1,0,11,1077
2024-08-05,SKU014,3926,582,2925,47.2,0,31,1746
2024-08-12,SKU014,3251,644,0,35.3,0,36,1932
2024-08-19,SKU014,2650,565,0,32.8,0,11,1695
2024-08-26,SKU014,2247,392,0,40.1,0,25,1176
2024-09-02,SKU014,1868,354,0,36.9,0,5,1062
2024-09-09,SKU014,5172,853,4162,42.4,0,76,2559
2024-09-16,SKU014,4297,799,0,37.6,0,33,2397
2024-09-23,SKU014,3740,524,0,50.0,0,24,1572
2024-09-30,SKU014,2566,1150,0,15.6,0,28,3450
2024-10-07,SKU014,9299,1365,8126,47.7,0,21,4095
2024-10-14,SKU014,8152,1126,0,50.7,0,52,3378
2024-10-21,SKU014,6937,1163,0,41.8,0,72,3489
2024-10-28,SKU014,5858,1007,0,40.7,0,24,3021
2024-11-04,SKU014,4725,1109,0,29.8,0,70,3327
2024-11-11,SKU014,3879,776,0,35.0,0,46,2328
2024-11-18,SKU014,2752,1081,0,17.8,0,1,3243
2024-11-25,SKU014,1921,830,0,16.2,0,20,2490
2024-12-02,SKU014,8045,879,7023,64.1,0,64,2637
2024-12-09,SKU014,7178,803,0,62.6,0,101,2409
2024-12-16,SKU014,5942,1135,0,36.6,0,17,3405
2024-12-23,SKU014,5047,878,0,40.2,0,3,2634
2024-12-30,SKU014,4849,195,0,174.1,0,41,585
2023-01-02,SKU015,3790,495,3536,53.6,0,5,1485
2023-01-09,SKU015,3089,696,0,31.1,0,37,2088
2023-01-16,SKU015,2703,349,0,54.2,0,7,1047
2023-01-23,SKU015,2190,506,0,30.3,0,0,1518
2023-01-30,SKU015,1753,437,0,28.1,0,18,1311
2023-02-06,SKU015,1280,455,0,19.7,0,10,1365
2023-02-13,SKU015,4191,482,3403,60.9,0,35,1446
2023-02-20,SKU015,3643,513,0,49.7,0,26,1539
2023-02-27,SKU015,3136,481,0,45.6,0,15,1443
2023-03-06,SKU015,2476,645,0,26.9,0,3,1935
2023-03-13,SKU015,1815,658,0,19.3,0,8,1974
2023-03-20,SKU015,4605,627,3425,51.4,0,25,1881
2023-03-27,SKU015,3951,629,0,44.0,0,21,1887
2023-04-03,SKU015,3402,528,0,45.1,0,32,1584
2023-04-10,SKU015,2700,670,0,28.2,0,10,2010
2023-04-17,SKU015,8149,965,6424,59.1,0,107,2895
2023-04-24,SKU015,7631,411,0,130.0,0,38,1233
2023-05-01,SKU015,6705,888,0,52.9,0,73,2664
2023-05-08,SKU015,6090,542,0,78.7,0,70,1626
2023-05-15,SKU015,5229,791,0,46.3,0,54,2373
2023-05-22,SKU015,4643,532,0,61.1,0,37,1596
2023-05-29,SKU015,3762,844,0,31.2,0,21,2532
2023-06-05,SKU015,3044,697,0,30.6,0,21,2091
2023-06-12,SKU015,2262,761,0,20.8,0,26,2283
2023-06-19,SKU015,1560,676,0,16.2,0,0,2028
2023-06-26,SKU015,6649,1025,6114,45.4,0,67,3075
2023-07-03,SKU015,5784,798,0,50.7,0,18,2394
2023-07-10,SKU015,5318,448,0,83.1,0,19,1344
2023-07-17,SKU015,4488,811,0,38.7,0,1,2433
2023-07-24,SKU015,3687,800,0,32.3,0,35,2400
2023-07-31,SKU015,2795,857,0,22.8,0,2,2571
2023-08-07,SKU015,2212,581,0,26.7,0,30,1743
2023-08-14,SKU015,6902,758,5478,63.7,0,5,2274
2023-08-21,SKU015,6232,665,0,65.6,0,45,1995
2023-08-28,SKU015,5459,728,0,52.5,0,77,2184
2023-09-04,SKU015,4714,668,0,49.4,0,66,2004
2023-09-11,SKU015,4118,530,0,54.4,0,39,1590
2023-09-18,SKU015,3594,485,0,51.9,0,45,1455
2023-09-25,SKU015,2679,870,0,21.6,0,20,2610
2023-10-02,SKU015,2117,542,0,27.3,0,12,1626
2023-10-09,SKU015,1435,670,0,15.0,0,17,2010
2023-10-16,SKU015,3630,514,2726,49.4,0,27,1542
2023-10-23,SKU015,2936,667,0,30.8,0,6,2001
2023-10-30,SKU015,2102,828,0,17.8,0,20,2484
2023-11-06,SKU015,4881,739,3538,46.2,0,67,2217
2023-11-13,SKU015,4067,747,0,38.1,0,23,2241
2023-11-20,SKU015,3389,655,0,36.2,0,44,1965
2023-11-27,SKU015,2452,893,0,19.2,0,0,2679
2023-12-04,SKU015,1922,530,0,25.4,0,2,1590
2023-12-11,SKU015,5398,732,4210,51.6,0,0,2196
2023-12-18,SKU015,4621,777,0,41.6,0,69,2331
2023-12-25,SKU015,4019,533,0,52.8,0,60,1599
2024-01-01,SKU015,3297,662,0,34.9,0,39,1986
2024-01-08,SKU015,2620,638,0,28.7,0,29,1914
2024-01-15,SKU015,2031,560,0,25.4,0,21,1680
2024-01-22,SKU015,1399,611,0,16.0,0,13,1833
2024-01-29,SKU015,3522,582,2718,42.4,0,15,1746
2024-02-05,SKU015,3184,323,0,69.0,0,9,969
2024-02-12,SKU015,2779,396,0,49.1,0,41,1188
2024-02-19,SKU015,2226,512,0,30.4,0,10,1536
2024-02-26,SKU015,6952,745,5481,65.3,0,30,2235
2024-03-04,SKU015,6412,510,0,88.0,0,56,1530
2024-03-11,SKU015,5581,775,0,50.4,0,44,2325
2024-03-18,SKU015,4897,640,0,53.6,0,29,1920
2024-03-25,SKU015,4159,709,0,41.1,0,22,2127
2024-04-01,SKU015,3505,632,0,38.8,0,22,1896
2024-04-08,SKU015,2754,729,0,26.4,0,19,2187
2024-04-15,SKU015,2121,614,0,24.2,0,24,1842
2024-04-22,SKU015,1620,477,0,23.8,0,3,1431
2024-04-29,SKU015,4239,706,3328,42.0,0,60,2118
2024-05-06,SKU015,3474,705,0,34.5,0,10,2115
2024-05-13,SKU015,2688,776,0,24.2,0,15,2328
2024-05-20,SKU015,6846,1077,5250,44.5,0,33,3231
2024-05-27,SKU015,6439,374,0,120.5,0,9,1122
2024-06-03,SKU015,5868,562,0,73.1,0,74,1686
2024-06-10,SKU015,4807,987,0,34.1,0,40,2961
2024-06-17,SKU015,4287,480,0,62.5,0,46,1440
2024-06-24,SKU015,3176,1065,0,20.9,0,21,3195
2024-07-01,SKU015,2462,693,0,24.9,0,16,2079
2024-07-08,SKU015,7776,831,6161,65.5,0,113,2493
2024-07-15,SKU015,7165,498,0,100.7,0,39,1494
2024-07-22,SKU015,6370,756,0,59.0,0,81,2268
2024-07-29,SKU015,5851,438,0,93.5,0,10,1314
2024-08-05,SKU015,5202,639,0,57.0,0,17,1917
2024-08-12,SKU015,4561,624,0,51.2,0,32,1872
2024-08-19,SKU015,4023,506,0,55.7,0,45,1518
2024-08-26,SKU015,3389,589,0,40.3,0,48,1767
2024-09-02,SKU015,2739,602,0,31.8,0,0,1806
2024-09-09,SKU015,8163,996,6420,57.4,0,55,2988
2024-09-16,SKU015,7336,772,0,66.5,0,85,2316
2024-09-23,SKU015,6436,815,0,55.3,0,26,2445
2024-09-30,SKU015,5677,733,0,54.2,0,39,2199
2024-10-07,SKU015,5227,411,0,89.0,0,57,1233
2024-10-14,SKU015,4362,808,0,37.8,0,5,2424
2024-10-21,SKU015,3630,727,0,35.0,0,9,2181
2024-10-28,SKU015,2857,764,0,26.2,0,38,2292
2024-11-04,SKU015,2234,585,0,26.7,0,30,1755
2024-11-11,SKU015,6894,830,5520,58.1,0,58,2490
2024-11-18,SKU015,6257,579,0,75.6,0,39,1737
2024-11-25,SKU015,5426,792,0,48.0,0,27,2376
2024-12-02,SKU015,4654,745,0,43.7,0,4,2235
2024-12-09,SKU015,3646,1004,0,25.4,0,22,3012
2024-12-16,SKU015,2854,770,0,25.9,0,8,2310
2024-12-23,SKU015,2186,660,0,23.2,0,3,1980
2024-12-30,SKU015,1968,215,0,64.1,0,25,645
2023-01-02,SKU016,3331,473,3197,49.3,0,12,1419
2023-01-09,SKU016,2613,706,0,25.9,0,25,2118
2023-01-16,SKU016,1846,742,0,17.4,0,3,2226
2023-01-23,SKU016,1519,324,0,32.8,0,0,972
2023-01-30,SKU016,1040,479,0,15.2,0,6,1437
2023-02-06,SKU016,4327,607,3900,49.9,0,48,1821
2023-02-13,SKU016,3825,454,0,59.0,0,15,1362
2023-02-20,SKU016,3297,513,0,45.0,0,37,1539
2023-02-27,SKU016,2504,756,0,23.2,0,33,2268
2023-03-06,SKU016,2002,469,0,29.9,0,22,1407
2023-03-13,SKU016,5984,778,4782,53.8,0,68,2334
2023-03-20,SKU016,5315,601,0,61.9,0,30,1803
2023-03-27,SKU016,4589,696,0,46.2,0,64,2088
2023-04-03,SKU016,3972,553,0,50.3,0,39,1659
2023-04-10,SKU016,3388,545,0,43.5,0,42,1635
2023-04-17,SKU016,2774,572,0,33.9,0,32,1716
2023-04-24,SKU016,2137,605,0,24.7,0,27,1815
2023-05-01,SKU016,6702,1147,5739,40.9,0,99,3441
2023-05-08,SKU016,6092,511,0,83.5,0,10,1533
2023-05-15,SKU016,5650,432,0,91.5,0,40,1296
2023-05-22,SKU016,5001,609,0,57.5,0,63,1827
2023-05-29,SKU016,4416,522,0,59.2,0,46,1566
2023-06-05,SKU016,3781,589,0,44.9,0,28,1767
2023-06-12,SKU016,3149,604,0,36.5,0,22,1812
2023-06-19,SKU016,2533,594,0,29.8,0,12,1782
2023-06-26,SKU016,1887,634,0,20.8,0,18,1902
2023-07-03,SKU016,1319,550,0,16.8,0,16,1650
2023-07-10,SKU016,4204,630,3531,46.7,0,42,1890
2023-07-17,SKU016,3584,578,0,43.4,0,43,1734
2023-07-24,SKU016,3113,428,0,50.9,0,12,1284
2023-07-31,SKU016,2394,707,0,23.7,0,4,2121
2023-08-07,SKU016,1619,771,0,14.7,0,8,2313
2023-08-14,SKU016,4306,657,3352,45.9,0,53,1971
2023-08-21,SKU016,3886,367,0,74.1,0,11,1101
2023-08-28,SKU016,3289,586,0,39.3,0,40,1758
2023-09-04,SKU016,2604,645,0,28.3,0,9,1935
2023-09-11,SKU016,1923,672,0,20.0,0,22,2016
2023-09-18,SKU016,1326,575,0,16.1,0,2,1725
2023-09-25,SKU016,4185,535,3396,54.8,0,51,1605
2023-10-02,SKU016,3477,657,0,37.0,0,35,1971
2023-10-09,SKU016,2795,647,0,30.2,0,26,1941
2023-10-16,SKU016,2320,449,0,36.2,0,19,1347
2023-10-23,SKU016,1852,449,0,28.9,0,21,1347
2023-10-30,SKU016,5072,748,3989,47.5,0,17,2244
2023-11-06,SKU016,4150,905,0,32.1,0,58,2715
2023-11-13,SKU016,3368,724,0,32.6,0,26,2172
2023-11-20,SKU016,2557,785,0,22.8,0,5,2355
2023-11-27,SKU016,1841,711,0,18.1,0,13,2133
2023-12-04,SKU016,1564,264,0,41.5,0,2,792
2023-12-11,SKU016,1043,519,0,14.1,0,1,1557
2023-12-18,SKU016,5823,839,5620,48.6,0,2,2517
2023-12-25,SKU016,5161,660,0,54.7,0,35,1980
2024-01-01,SKU016,4517,609,0,51.9,0,57,1827
2024-01-08,SKU016,3892,568,0,48.0,0,26,1704
2024-01-15,SKU016,3490,376,0,65.0,0,14,1128
2024-01-22,SKU016,3055,421,0,50.8,0,40,1263
2024-01-29,SKU016,2559,456,0,39.3,0,1,1368
2024-02-05,SKU016,2231,327,0,47.8,0,6,981
2024-02-12,SKU016,1808,417,0,30.3,0,23,1251
